申请单位,作物名称,用途,申请日期
北京奥立沃种业科技有限公司,黄瓜,可转让和销售,2022/2/15
北京奥立沃种业科技有限公司,黄瓜,可转让和销售,2022/2/15
北京奥立沃种业科技有限公司,黄瓜,可转让和销售,2022/2/15
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/15
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/15
先正达生物科技（中国）有限公司,种用向日葵,试验,2022/2/15
先正达生物科技（中国）有限公司,种用向日葵,试验,2022/2/15
广东省良种引进服务公司,青花菜,可转让和销售,2022/2/15
先正达生物科技（中国）有限公司,种用向日葵,试验,2022/2/15
先正达生物科技（中国）有限公司,种用向日葵,试验,2022/2/15
先正达生物科技（中国）有限公司,种用向日葵,试验,2022/2/15
先正达生物科技（中国）有限公司,种用向日葵,试验,2022/2/15
先正达生物科技（中国）有限公司,种用向日葵,试验,2022/2/15
广东省良种引进服务公司,番茄,可转让和销售,2022/2/15
广东省良种引进服务公司,番茄,可转让和销售,2022/2/15
上海惠和种业有限公司,甜瓜,试验,2022/2/15
上海惠和种业有限公司,甜瓜,试验,2022/2/15
上海惠和种业有限公司,西瓜,试验,2022/2/15
万农高科集团有限公司,辣椒,试验,2022/2/15
上海惠和种业有限公司,甜瓜,试验,2022/2/15
上海惠和种业有限公司,南瓜,试验,2022/2/15
上海惠和种业有限公司,甜瓜,可转让和销售,2022/2/15
上海惠和种业有限公司,大葱,可转让和销售,2022/2/15
镇江鑫源达园艺科技有限公司,菜豆,对外制种,2022/2/15
北京亘青种子有限公司,豌豆,可转让和销售,2022/2/15
北大荒垦丰种业股份有限公司,洋葱,可转让和销售,2022/2/16
山东金种子农业发展有限公司,番茄,可转让和销售,2022/2/16
山东金种子农业发展有限公司,菜椒,可转让和销售,2022/2/16
山东金种子农业发展有限公司,辣椒,可转让和销售,2022/2/16
山东金种子农业发展有限公司,西瓜,可转让和销售,2022/2/16
山东金种子农业发展有限公司,花椰菜,试验,2022/2/16
山东金种子农业发展有限公司,菜椒,试验,2022/2/16
浙江百恋谷农业科技有限公司,葡萄,试验,2022/2/16
上海惠和种业有限公司,胡萝卜,可转让和销售,2022/2/16
张掖市瑞真种业有限公司,甜瓜,对外制种,2022/2/16
张掖市瑞真种业有限公司,苦瓜,对外制种,2022/2/16
常州市绿原现代农业科技有限公司,葱,对外制种,2022/2/16
常州市绿原现代农业科技有限公司,紫苏,对外制种,2022/2/16
常州市绿原现代农业科技有限公司,水蓼,对外制种,2022/2/16
厦门华泰五谷种苗有限公司,番茄,可转让和销售,2022/2/16
厦门华泰五谷种苗有限公司,番茄,可转让和销售,2022/2/16
厦门华泰五谷种苗有限公司,番茄,可转让和销售,2022/2/16
厦门华泰五谷种苗有限公司,番茄,可转让和销售,2022/2/16
常州市绿原现代农业科技有限公司,三叶芹,试验,2022/2/17
常州市绿原现代农业科技有限公司,菜豆,试验,2022/2/17
张掖纯真种子有限公司,南瓜,对外制种,2022/2/17
酒泉东方种子有限公司,茄子,对外制种,2022/2/17
酒泉东方种子有限公司,甜椒,对外制种,2022/2/17
元谋县果然好农业科技有限公司,葡萄,试验,2022/2/17
北京奥立沃种业科技有限公司,胡萝卜,可转让和销售,2022/2/17
北京奥立沃种业科技有限公司,胡萝卜,可转让和销售,2022/2/17
山东金种子农业发展有限公司,甜玉米,试验,2022/2/17
山东金种子农业发展有限公司,甜玉米,试验,2022/2/17
山东金种子农业发展有限公司,甜玉米,试验,2022/2/17
山东金种子农业发展有限公司,甜玉米,试验,2022/2/17
卓莓（云南）农业技术发展有限公司,黑莓,试验,2022/2/17
中国种子集团有限公司,种用向日葵,试验,2022/2/17
中国种子集团有限公司,种用向日葵,试验,2022/2/17
中国种子集团有限公司,种用向日葵,试验,2022/2/17
中国种子集团有限公司,种用向日葵,试验,2022/2/17
中国种子集团有限公司,种用向日葵,试验,2022/2/17
中国种子集团有限公司,种用向日葵,试验,2022/2/17
中国种子集团有限公司,种用向日葵,试验,2022/2/17
福建欣华闽种业有限公司,青花菜,可转让和销售,2022/2/17
福建欣华闽种业有限公司,蕹菜,可转让和销售,2022/2/17
福建欣华闽种业有限公司,蕹菜,可转让和销售,2022/2/17
福建欣华闽种业有限公司,蕹菜,可转让和销售,2022/2/17
福建欣华闽种业有限公司,蕹菜,可转让和销售,2022/2/17
福建欣华闽种业有限公司,蕹菜,可转让和销售,2022/2/17
福建欣华闽种业有限公司,胡萝卜,试验,2022/2/17
福建欣华闽种业有限公司,南瓜,试验,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/17
嘉峪关市合润种苗有限公司,番茄,对外制种,2022/2/17
嘉峪关市合润种苗有限公司,辣椒,对外制种,2022/2/17
嘉峪关市合润种苗有限公司,甜椒,对外制种,2022/2/17
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/18
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/18
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/18
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/18
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/18
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/18
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/18
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/18
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/18
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/18
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/18
北京奥立沃种业科技有限公司,番茄,可转让和销售,2022/2/18
湖南湘研种业有限公司,胡萝卜,试验,2022/2/18
湖南湘研种业有限公司,胡萝卜,试验,2022/2/18
北京华晟益美农业科技有限公司,绢毛高翠雀花,试验,2022/2/18
北京华晟益美农业科技有限公司,四季秋海棠,试验,2022/2/18
北京华晟益美农业科技有限公司,欧洲银莲花,试验,2022/2/18
北京华晟益美农业科技有限公司,臧金莲,试验,2022/2/18
北京华晟益美农业科技有限公司,蓝猪耳,试验,2022/2/18
北京华晟益美农业科技有限公司,毛地黄,试验,2022/2/18
湖南湘研种业有限公司,结球甘蓝,试验,2022/2/18
北京金色谷雨种业科技有限公司,高粱,试验,2022/2/18
酒泉博卉农业有限公司,甜瓜,对外制种,2022/2/18
酒泉博卉农业有限公司,西瓜,对外制种,2022/2/18
酒泉博卉农业有限公司,西葫芦,对外制种,2022/2/18
酒泉博卉农业有限公司,番茄,对外制种,2022/2/18
酒泉博卉农业有限公司,莴苣,对外制种,2022/2/18
酒泉博卉农业有限公司,茄子,对外制种,2022/2/18
酒泉博卉农业有限公司,菜豆,对外制种,2022/2/18
卓莓（云南）农业技术发展有限公司,树莓,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
仲衍种业股份有限公司,油橄榄,试验,2022/2/18
酒泉东方种子有限公司,甜椒,对外制种,2022/2/18
山东卓通农业发展有限公司,结球甘蓝,试验,2022/2/18
山东卓通农业发展有限公司,大葱,试验,2022/2/18
山东卓通农业发展有限公司,牛蒡,试验,2022/2/18
山东卓通农业发展有限公司,香葱,试验,2022/2/18
山东卓通农业发展有限公司,青花菜,试验,2022/2/18
山东卓通农业发展有限公司,洋葱,试验,2022/2/18
山东卓通农业发展有限公司,番茄,试验,2022/2/18
山东卓通农业发展有限公司,南瓜,试验,2022/2/18
山东卓通农业发展有限公司,胡萝卜,试验,2022/2/18
山东卓通农业发展有限公司,西瓜,试验,2022/2/18
山东卓通农业发展有限公司,甜瓜,试验,2022/2/18
山东卓通农业发展有限公司,白菜,试验,2022/2/18
辽宁益久祥种苗有限公司,白菜,可转让和销售,2022/2/19
宁夏贝芮安种子有限公司,黄瓜,对外制种,2022/2/20
宁夏贝芮安种子有限公司,黄瓜,对外制种,2022/2/20
北京奥立沃种业科技有限公司,甜玉米,试验,2022/2/21
北京奥立沃种业科技有限公司,甜玉米,试验,2022/2/21
北京奥立沃种业科技有限公司,饲用甜菜,可转让和销售,2022/2/21
北大荒垦丰种业股份有限公司,大豆,试验,2022/2/21
北大荒垦丰种业股份有限公司,菠菜,试验,2022/2/21
凌源市恒盛园艺有限责任公司,百合 ,可转让和销售,2022/2/21
昆明中丹远缘花卉有限公司,菜豆,对外制种,2022/2/21
福建欣华闽种业有限公司,花椰菜,可转让和销售,2022/2/21
福建欣华闽种业有限公司,花椰菜,可转让和销售,2022/2/21
福建欣华闽种业有限公司,花椰菜,可转让和销售,2022/2/21
福建欣华闽种业有限公司,花椰菜,可转让和销售,2022/2/21
福建欣华闽种业有限公司,花椰菜,可转让和销售,2022/2/21
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/2/21
广东金作农业科技有限公司,番茄,可转让和销售,2022/2/21
辽宁东亚农业发展有限公司,结球甘蓝,可转让和销售,2022/2/21
广东金作农业科技有限公司,豌豆,可转让和销售,2022/2/21
广东金作农业科技有限公司,豌豆,可转让和销售,2022/2/21
华盛农业集团股份有限公司,辣椒,试验,2022/2/21
东莞市百慕大科技投资有限公司,姜,试验,2022/2/21
山东卓通农业发展有限公司,花椰菜,试验,2022/2/21
山东卓通农业发展有限公司,结球甘蓝,试验,2022/2/21
山东卓通农业发展有限公司,胡萝卜,试验,2022/2/21
山东卓通农业发展有限公司,芫荽,试验,2022/2/21
山东卓通农业发展有限公司,莴苣,试验,2022/2/21
山东卓通农业发展有限公司,洋葱,试验,2022/2/21
北京奥立沃种业科技有限公司,番茄,试验,2022/2/22
北京奥立沃种业科技有限公司,番茄,试验,2022/2/22
北京奥立沃种业科技有限公司,番茄,试验,2022/2/22
北京奥立沃种业科技有限公司,甜菜种子,可转让和销售,2022/2/22
北京奥立沃种业科技有限公司,甜菜种子,可转让和销售,2022/2/22
山东诺尔种苗有限公司,大葱,可转让和销售,2022/2/22
山东诺尔种苗有限公司,大葱,可转让和销售,2022/2/22
山东诺尔种苗有限公司,大葱,可转让和销售,2022/2/22
山东诺尔种苗有限公司,大葱,可转让和销售,2022/2/22
山东诺尔种苗有限公司,大葱,可转让和销售,2022/2/22
山东诺尔种苗有限公司,大葱,可转让和销售,2022/2/22
山东诺尔种苗有限公司,大葱,可转让和销售,2022/2/22
智农三六一（北京）科贸股份有限公司,山药,试验,2022/2/22
智农三六一（北京）科贸股份有限公司,山药,试验,2022/2/22
镇江鑫源达园艺科技有限公司,牵牛花,对外制种,2022/2/22
镇江鑫源达园艺科技有限公司,大波斯菊,对外制种,2022/2/22
镇江鑫源达园艺科技有限公司,硫磺菊,对外制种,2022/2/22
镇江鑫源达园艺科技有限公司,鸭儿芹,对外制种,2022/2/22
镇江鑫源达园艺科技有限公司,紫苏,对外制种,2022/2/22
镇江鑫源达园艺科技有限公司,苦瓜,对外制种,2022/2/22
镇江鑫源达园艺科技有限公司,豌豆,对外制种,2022/2/22
镇江鑫源达园艺科技有限公司,观赏向日葵,对外制种,2022/2/22
山东省种子有限公司,大葱,试验,2022/2/22
山东省种子有限公司,大葱,试验,2022/2/22
山东省种子有限公司,大葱,试验,2022/2/22
酒泉市欣苑农业有限责任公司,向日葵,对外制种,2022/2/22
凌源市恒盛园艺有限责任公司,大丽花,试验,2022/2/22
智农三六一（北京）科贸股份有限公司,葡萄,试验,2022/2/22
圣尼斯种子（北京）有限公司,番茄,试验,2022/2/22
圣尼斯种子（北京）有限公司,番茄,试验,2022/2/22
圣尼斯种子（北京）有限公司,番茄,试验,2022/2/22
智农三六一（北京）科贸股份有限公司,山药,试验,2022/2/22
智农三六一（北京）科贸股份有限公司,山药,试验,2022/2/22
酒泉东方种子有限公司,苋菜,对外制种,2022/2/22
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/23
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/23
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/23
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/23
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/23
凌源市凌荷贸易有限公司,百合 ,可转让和销售,2022/2/23
北京大北农生物技术有限公司,大豆,试验,2022/2/23
北京大北农生物技术有限公司,大豆,试验,2022/2/23
甘肃富赢种子高新科技有限责任公司,向日葵,对外制种,2022/2/23
甘肃富赢种子高新科技有限责任公司,向日葵,对外制种,2022/2/23
甘肃富赢种子高新科技有限责任公司,菠菜,对外制种,2022/2/23
甘肃富赢种子高新科技有限责任公司,菠菜,对外制种,2022/2/23
上海惠和种业有限公司,萝卜,可转让和销售,2022/2/23
北京华晟益美农业科技有限公司,紫松果菊,试验,2022/2/23
广东省良种引进服务公司,胡萝卜,可转让和销售,2022/2/23
广东省良种引进服务公司,青花菜,可转让和销售,2022/2/23
上海惠和种业有限公司,菜豆,对外制种,2022/2/23
上海惠和种业有限公司,菜豆,对外制种,2022/2/23
山东金种子农业发展有限公司,番茄,可转让和销售,2022/2/24
山东金种子农业发展有限公司,番茄,可转让和销售,2022/2/24
山东金种子农业发展有限公司,莴苣,可转让和销售,2022/2/24
云南正大种子有限公司,玉米,试验,2022/2/24
圣尼斯种子（北京）有限公司,番茄,试验,2022/2/24
江苏明天种业科技股份有限公司,文心兰,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,大葱,可转让和销售,2022/2/24
广东金作农业科技有限公司,大葱,可转让和销售,2022/2/24
广东金作农业科技有限公司,萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,青菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,青菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,大葱,可转让和销售,2022/2/24
广东金作农业科技有限公司,结球甘蓝,可转让和销售,2022/2/24
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/2/24
山东省种子有限公司,菠菜,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,西葫芦,试验,2022/2/24
山东省种子有限公司,西葫芦,试验,2022/2/24
山东省种子有限公司,西葫芦,试验,2022/2/24
广东金作农业科技有限公司,大葱,可转让和销售,2022/2/24
广东金作农业科技有限公司,大葱,可转让和销售,2022/2/24
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/2/24
山东省种子有限公司,西瓜,试验,2022/2/24
山东省种子有限公司,西瓜,试验,2022/2/24
山东省种子有限公司,西瓜,试验,2022/2/24
山东省种子有限公司,笋瓜,试验,2022/2/24
山东省种子有限公司,笋瓜,试验,2022/2/24
山东省种子有限公司,笋瓜,试验,2022/2/24
山东省种子有限公司,黄瓜,试验,2022/2/24
山东省种子有限公司,苦瓜,试验,2022/2/24
山东省种子有限公司,南瓜,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,青花菜,试验,2022/2/24
山东省种子有限公司,青花菜,试验,2022/2/24
山东省种子有限公司,苦瓜,试验,2022/2/24
山东省种子有限公司,苦瓜,试验,2022/2/24
山东省种子有限公司,结球甘蓝,试验,2022/2/24
山东省种子有限公司,结球甘蓝,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
山东省种子有限公司,洋葱,试验,2022/2/24
广东金作农业科技有限公司,萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,辣椒,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,蕹菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,辣椒,可转让和销售,2022/2/24
广东金作农业科技有限公司,辣椒,可转让和销售,2022/2/24
广东金作农业科技有限公司,辣椒,可转让和销售,2022/2/24
广东金作农业科技有限公司,西瓜,可转让和销售,2022/2/24
广东金作农业科技有限公司,西瓜,可转让和销售,2022/2/24
广东金作农业科技有限公司,西瓜,可转让和销售,2022/2/24
广东金作农业科技有限公司,苦瓜,可转让和销售,2022/2/24
广东金作农业科技有限公司,萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,白菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/2/24
广东金作农业科技有限公司,大葱,可转让和销售,2022/2/24
广东金作农业科技有限公司,咖啡黄葵,可转让和销售,2022/2/24
广东金作农业科技有限公司,笋瓜,可转让和销售,2022/2/24
广东金作农业科技有限公司,西瓜,可转让和销售,2022/2/24
广东金作农业科技有限公司,大葱,可转让和销售,2022/2/24
广东金作农业科技有限公司,牛蒡,可转让和销售,2022/2/24
广东金作农业科技有限公司,咖啡黄葵,可转让和销售,2022/2/24
广东金作农业科技有限公司,菠菜,可转让和销售,2022/2/24
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/2/24
酒泉市科富种苗有限公司,苋菜,对外制种,2022/2/24
酒泉市科富种苗有限公司,莴苣,对外制种,2022/2/24
山东省种子有限公司,香葱,可转让和销售,2022/2/25
凌源市恒盛园艺有限责任公司,百合 ,可转让和销售,2022/2/25
上海惠和种业有限公司,玉米,试验,2022/2/25
上海惠和种业有限公司,高粱,试验,2022/2/25
上海惠和种业有限公司,高粱,试验,2022/2/25
上海惠和种业有限公司,高粱,试验,2022/2/25
上海惠和种业有限公司,高粱,试验,2022/2/25
上海惠和种业有限公司,高粱,试验,2022/2/25
上海惠和种业有限公司,种用向日葵,试验,2022/2/25
上海惠和种业有限公司,种用向日葵,试验,2022/2/25
上海惠和种业有限公司,种用向日葵,试验,2022/2/25
上海惠和种业有限公司,种用向日葵,试验,2022/2/25
上海惠和种业有限公司,种用向日葵,试验,2022/2/25
上海惠和种业有限公司,种用向日葵,试验,2022/2/25
上海惠和种业有限公司,青菜,试验,2022/2/25
上海惠和种业有限公司,芜菁,试验,2022/2/25
上海惠和种业有限公司,青花菜,试验,2022/2/25
上海惠和种业有限公司,结球甘蓝,试验,2022/2/25
上海惠和种业有限公司,苋,试验,2022/2/25
上海惠和种业有限公司,荞麦,试验,2022/2/25
上海惠和种业有限公司,旱芹,试验,2022/2/25
上海惠和种业有限公司,马齿苋,试验,2022/2/25
上海惠和种业有限公司,萝卜,试验,2022/2/25
上海惠和种业有限公司,芥菜,试验,2022/2/25
上海惠和种业有限公司,南瓜,试验,2022/2/25
北京北农种业有限公司,白花菜,试验,2022/2/25
北京北农种业有限公司,白花菜,试验,2022/2/25
北京北农种业有限公司,白花菜,试验,2022/2/25
北京北农种业有限公司,白花菜,试验,2022/2/25
北京北农种业有限公司,白花菜,试验,2022/2/25
北京北农种业有限公司,白花菜,试验,2022/2/25
云南禄丰勤攀现代农业开发有限公司,高大越桔,试验,2022/2/26
云南禄丰勤攀现代农业开发有限公司,高大越桔,试验,2022/2/26
云南禄丰勤攀现代农业开发有限公司,高大越桔,试验,2022/2/26
云南禄丰勤攀现代农业开发有限公司,高大越桔,试验,2022/2/26
云南禄丰勤攀现代农业开发有限公司,高大越桔,试验,2022/2/26
云南禄丰勤攀现代农业开发有限公司,高大越桔,试验,2022/2/26
云南禄丰勤攀现代农业开发有限公司,高大越桔,试验,2022/2/26
云南禄丰勤攀现代农业开发有限公司,高大越桔,试验,2022/2/26
虹越花卉股份有限公司,百日草,可转让和销售,2022/2/28
虹越花卉股份有限公司,茛力花,可转让和销售,2022/2/28
海南省优旗农业股份有限公司,榴莲,可转让和销售,2022/2/28
广东金作农业科技有限公司,西瓜,可转让和销售,2022/2/28
广东金作农业科技有限公司,花椰菜,可转让和销售,2022/2/28
广东金作农业科技有限公司,青花菜,可转让和销售,2022/2/28
广东金作农业科技有限公司,菜椒,可转让和销售,2022/2/28
广东金作农业科技有限公司,荷兰芹,可转让和销售,2022/2/28
广东金作农业科技有限公司,旱芹,可转让和销售,2022/2/28
广东金作农业科技有限公司,苦苣,可转让和销售,2022/2/28
广东金作农业科技有限公司,西瓜,可转让和销售,2022/2/28
广东金作农业科技有限公司,鹤望兰,可转让和销售,2022/2/28
福建欣华闽种业有限公司,结球甘蓝,可转让和销售,2022/2/28
广东金作农业科技有限公司,鹅掌藤,可转让和销售,2022/2/28
广东金作农业科技有限公司,龟背竹,可转让和销售,2022/2/28
北京金色谷雨种业科技有限公司,大豆,试验,2022/2/28
北京金色谷雨种业科技有限公司,大豆,试验,2022/2/28
北京金色谷雨种业科技有限公司,大豆,试验,2022/2/28
北京金色谷雨种业科技有限公司,菠菜,试验,2022/2/28
北京金色谷雨种业科技有限公司,菠菜,试验,2022/2/28
北京金色谷雨种业科技有限公司,菠菜,试验,2022/2/28
玉门市宏丰农业开发有限公司,苋菜,对外制种,2022/2/28
玉门市宏丰农业开发有限公司,旱芹,对外制种,2022/2/28
玉门市宏丰农业开发有限公司,菜苔,对外制种,2022/2/28
上海惠和种业有限公司,大葱,可转让和销售,2022/2/28
上海惠和种业有限公司,大葱,可转让和销售,2022/2/28
上海惠和种业有限公司,结球甘蓝,可转让和销售,2022/2/28
上海惠和种业有限公司,白菜,可转让和销售,2022/2/28
江苏明天种业科技股份有限公司,石斛,试验,2022/3/1
酒泉市金秋园艺种苗有限责任公司,三色堇,对外制种,2022/3/1
北京奥立沃种业科技有限公司,高大越桔,试验,2022/3/1
北京奥立沃种业科技有限公司,高大越桔,试验,2022/3/1
广东金作农业科技有限公司,西瓜,可转让和销售,2022/3/1
广东金作农业科技有限公司,南瓜,可转让和销售,2022/3/1
北京奥立沃种业科技有限公司,高大越桔,试验,2022/3/1
北京奥立沃种业科技有限公司,高大越桔,试验,2022/3/1
北京奥立沃种业科技有限公司,葡萄,试验,2022/3/1
北京奥立沃种业科技有限公司,葡萄,试验,2022/3/1
北京奥立沃种业科技有限公司,葡萄,试验,2022/3/1
北京奥立沃种业科技有限公司,葡萄,试验,2022/3/1
万农高科集团有限公司,蕹菜,可转让和销售,2022/3/1
北京开心格林农业科技有限公司,胡萝卜,可转让和销售,2022/3/1
北京开心格林农业科技有限公司,胡萝卜,可转让和销售,2022/3/1
北京开心格林农业科技有限公司,大葱,试验,2022/3/1
北京开心格林农业科技有限公司,大葱,试验,2022/3/1
北京开心格林农业科技有限公司,甘蓝,试验,2022/3/1
北京开心格林农业科技有限公司,甘蓝,试验,2022/3/1
北京开心格林农业科技有限公司,胡萝卜,试验,2022/3/1
北京开心格林农业科技有限公司,胡萝卜,试验,2022/3/1
北京开心格林农业科技有限公司,胡萝卜,试验,2022/3/1
万农高科集团有限公司,棱角丝瓜,可转让和销售,2022/3/1
万农高科集团有限公司,丝瓜,可转让和销售,2022/3/1
万农高科集团有限公司,辣椒,可转让和销售,2022/3/1
万农高科集团有限公司,蕹菜,可转让和销售,2022/3/1
酒泉东方种子有限公司,菜豆,对外制种,2022/3/1
福建欣华闽种业有限公司,结球甘蓝,可转让和销售,2022/3/1
上海种业（集团）有限公司,甜叶菊,试验,2022/3/2
上海种业（集团）有限公司,甜叶菊,试验,2022/3/2
青岛金脉农业发展有限公司,白菜,可转让和销售,2022/3/2
福建超大现代种业有限公司,蕹菜,可转让和销售,2022/3/2
万农高科集团有限公司,辣椒,试验,2022/3/2
北京北农种业有限公司,番茄,可转让和销售,2022/3/2
广东金作农业科技有限公司,鹤望兰,可转让和销售,2022/3/2
广东金作农业科技有限公司,蕹菜,可转让和销售,2022/3/3
广东金作农业科技有限公司,胡萝卜,可转让和销售,2022/3/3
广东金作农业科技有限公司,白菜,可转让和销售,2022/3/3
