申请单位,作物名称,用途,申请日期
安徽省创富种业有限公司,稻,大田生产,2023/10/30
安徽省创富种业有限公司,水稻亲本,大田生产,2023/10/30
安徽省创富种业有限公司,杂交稻,大田生产,2023/10/30
纽内姆（北京）种子有限公司,番茄,对外制种,2023/10/30
纽内姆（北京）种子有限公司,辣椒,对外制种,2023/10/30
纽内姆（北京）种子有限公司,瓜类,对外制种,2023/10/30
纽内姆（北京）种子有限公司,瓜类,对外制种,2023/10/30
纽内姆（北京）种子有限公司,甜瓜,对外制种,2023/10/30
纽内姆（北京）种子有限公司,西瓜,对外制种,2023/10/30
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/10/30
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/10/30
酒泉市华美种子有限责任公司,茄子,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜椒,大田生产,2023/10/30
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/10/31
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
张掖市福瑞兴种苗有限责任公司,西葫芦,对外制种,2023/10/30
张掖市福瑞兴种苗有限责任公司,番茄,对外制种,2023/10/30
仲衍种业股份有限公司,稻,大田生产,2023/10/30
仲衍种业股份有限公司,稻,大田生产,2023/10/30
仲衍种业股份有限公司,水稻亲本,大田生产,2023/10/30
仲衍种业股份有限公司,水稻亲本,大田生产,2023/10/30
酒泉市华美种子有限责任公司,瓜类,大田生产,2023/10/30
酒泉市华美种子有限责任公司,瓜类,大田生产,2023/10/30
酒泉市华美种子有限责任公司,瓜类,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜瓜,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西瓜,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西瓜,大田生产,2023/10/30
酒泉东方种子有限公司,莴苣,对外制种,2023/10/30
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
酒泉市华美种子有限责任公司,茄子,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/10/31
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/10/31
辽宁东亚农业发展有限公司,番茄,对外制种,2023/10/30
酒泉市华美种子有限责任公司,甜玉米,大田生产,2023/10/30
酒泉市华美种子有限责任公司,玉米,大田生产,2023/10/30
辽宁东亚农业发展有限公司,越瓜和菜瓜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,越瓜和菜瓜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,黄瓜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,黄瓜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,黄瓜,对外制种,2023/10/31
酒泉市华美种子有限责任公司,甜玉米,大田生产,2023/10/30
酒泉市华美种子有限责任公司,玉米,大田生产,2023/10/30
酒泉东方种子有限公司,观赏草莓,对外制种,2023/10/30
辽宁东亚农业发展有限公司,豌豆,对外制种,2023/10/31
辽宁东亚农业发展有限公司,豌豆,对外制种,2023/10/31
安徽隆平高科（新桥）种业有限公司,稻,大田生产,2023/10/30
安徽隆平高科（新桥）种业有限公司,杂交稻,大田生产,2023/10/30
四川金安特农业股份有限公司,稻,大田生产,2023/10/30
四川金安特农业股份有限公司,杂交稻,大田生产,2023/10/30
酒泉市华美种子有限责任公司,黄瓜,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜玉米,大田生产,2023/10/30
酒泉市华美种子有限责任公司,玉米,大田生产,2023/10/30
张掖市福瑞兴种苗有限责任公司,番茄,对外制种,2023/10/30
张掖市福瑞兴种苗有限责任公司,辣椒,对外制种,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,南瓜,大田生产,2023/10/30
盈江县原种场种业有限公司,常规稻,大田生产,2023/10/30
盈江县原种场种业有限公司,常规稻,大田生产,2023/10/30
盈江县原种场种业有限公司,常规稻,大田生产,2023/10/30
盈江县原种场种业有限公司,稻,大田生产,2023/10/30
盈江县原种场种业有限公司,稻,大田生产,2023/10/30
盈江县原种场种业有限公司,稻,大田生产,2023/10/30
杭州宇之助生物科技有限公司,波状补血草,对外制种,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
张掖市瑞真种业有限公司,花椰菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,花椰菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,芥蓝,对外制种,2023/10/30
张掖市瑞真种业有限公司,芥蓝,对外制种,2023/10/30
张掖市瑞真种业有限公司,小白菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,小白菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,小白菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,小白菜,对外制种,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,辣椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,辣椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,茄子,大田生产,2023/10/30
